2
0.02, 8.59, 0.00
0.00000, -0.73728, 0.00000, 0.67559
0.03, 8.57, -0.04
0.00000, -0.73728, 0.00000, 0.67559
0.03, 8.58, -0.04
0.00000, -0.73728, 0.00000, 0.67559
0.03, 8.56, -0.10
0.00000, -0.73728, 0.00000, 0.67559
0.03, 8.67, -0.02
0.00000, -0.73728, 0.00000, 0.67559
0.05, 8.58, -0.07
0.00000, -0.73728, 0.00000, 0.67559
0.04, 8.56, -0.08
0.00000, -0.73728, 0.00000, 0.67559
-0.01, 8.56, -0.07
0.00000, -0.73728, 0.00000, 0.67559
0.03, 8.58, -0.05
0.00000, -0.73728, 0.00000, 0.67559
0.06, 8.60, 0.00
0.00000, -0.73728, 0.00000, 0.67559
0.09, 8.60, 0.00
0.00000, -0.73728, 0.00000, 0.67559
0.02, 8.57, -0.07
0.00000, -0.73728, 0.00000, 0.67559
0.00, 8.67, 0.01
0.00000, -0.73728, 0.00000, 0.67559
-0.01, 8.58, -0.01
0.00000, -0.73728, 0.00000, 0.67559
-0.03, 8.56, -0.05
0.00000, -0.73728, 0.00000, 0.67559
0.04, 8.58, -0.03
0.00000, -0.73728, 0.00000, 0.67559
0.05, 8.57, -0.09
0.00000, -0.73728, 0.00000, 0.67559
0.02, 8.57, -0.07
0.00000, -0.73728, 0.00000, 0.67559
0.01, 8.57, -0.06
0.00000, -0.73728, 0.00000, 0.67559
0.07, 8.59, -0.06
0.00000, -0.73728, 0.00000, 0.67559
0.03, 8.49, -0.09
0.00000, -0.73728, 0.00000, 0.67559
0.02, 8.59, -0.01
0.00000, -0.73728, 0.00000, 0.67559
0.01, 8.58, -0.03
0.00000, -0.73728, 0.00000, 0.67559
-0.03, 8.55, -0.09
0.00000, -0.73728, 0.00000, 0.67559
0.03, 8.59, 0.01
0.00000, -0.73728, 0.00000, 0.67559
0.03, 8.59, -0.01
0.00000, -0.73728, 0.00000, 0.67559
0.04, 8.58, -0.03
0.00000, -0.73728, 0.00000, 0.67559
0.04, 8.57, -0.09
0.00000, -0.73728, 0.00000, 0.67559
-0.01, 8.56, -0.08
0.00000, -0.73728, 0.00000, 0.67559
0.03, 8.57, -0.07
0.00000, -0.73728, 0.00000, 0.67559
0.07, 8.60, 0.00
0.00000, -0.73728, 0.00000, 0.67559
0.03, 8.52, -0.02
0.00000, -0.73728, 0.00000, 0.67559
0.01, 8.56, -0.09
0.00000, -0.73728, 0.00000, 0.67559
0.00, 8.69, 0.01
0.00000, -0.73728, 0.00000, 0.67559
-0.01, 8.53, -0.01
0.00000, -0.73728, 0.00000, 0.67559
-0.01, 8.57, -0.03
0.00000, -0.73728, 0.00000, 0.67559
0.05, 8.60, -0.01
0.00000, -0.73728, 0.00000, 0.67559
0.08, 8.59, -0.03
0.00000, -0.73728, 0.00000, 0.67559
-0.02, 8.58, -0.05
0.00000, -0.73728, 0.00000, 0.67559
0.05, 8.59, -0.03
0.00000, -0.73728, 0.00000, 0.67559
0.07, 8.58, -0.08
0.00000, -0.73728, 0.00000, 0.67559
0.04, 8.48, -0.10
0.00000, -0.73728, 0.00000, 0.67559
0.06, 8.59, -0.04
0.00000, -0.73728, 0.00000, 0.67559
0.00, 8.57, -0.04
0.00000, -0.73728, 0.00000, 0.67559
0.05, 8.67, -0.07
0.00000, -0.73728, 0.00000, 0.67559
0.02, 8.59, 0.00
0.00000, -0.73728, 0.00000, 0.67559
0.00, 8.58, -0.02
0.00000, -0.73728, 0.00000, 0.67559
-0.04, 8.56, -0.05
0.00000, -0.73728, 0.00000, 0.67559
0.03, 8.59, -0.01
0.00000, -0.73728, 0.00000, 0.67559
0.03, 8.58, -0.05
0.00000, -0.73728, 0.00000, 0.67559
0.01, 8.58, -0.04
0.00000, -0.73728, 0.00000, 0.67559
-0.01, 8.55, -0.09
0.00000, -0.73728, 0.00000, 0.67559
0.05, 8.57, -0.09
0.00000, -0.73728, 0.00000, 0.67559
0.03, 8.57, -0.08
0.00000, -0.73728, 0.00000, 0.67559
0.04, 8.66, 0.00
0.00000, -0.73728, 0.00000, 0.67559
0.06, 8.59, -0.02
0.00000, -0.73728, 0.00000, 0.67559
0.04, 8.49, -0.09
0.00000, -0.73728, 0.00000, 0.67559
0.06, 8.59, -0.01
0.00000, -0.73728, 0.00000, 0.67559
0.02, 8.52, -0.07
0.00000, -0.73728, 0.00000, 0.67559
0.00, 8.57, -0.06
0.00000, -0.73728, 0.00000, 0.67559
0.03, 8.59, -0.05
0.00000, -0.73728, 0.00000, 0.67559
-0.01, 8.58, -0.04
0.00000, -0.73728, 0.00000, 0.67559
0.04, 8.59, -0.03
0.00000, -0.73728, 0.00000, 0.67559
0.07, 8.58, -0.08
0.00000, -0.73728, 0.00000, 0.67559
0.06, 8.59, -0.06
0.00000, -0.73728, 0.00000, 0.67559
0.02, 8.52, -0.09
0.00000, -0.73728, 0.00000, 0.67559
0.03, 8.59, -0.03
0.00000, -0.73728, 0.00000, 0.67559
0.02, 8.57, -0.07
0.00000, -0.73728, 0.00000, 0.67559
0.01, 8.57, -0.05
0.00000, -0.73728, 0.00000, 0.67559
-0.03, 8.59, -0.05
0.00000, -0.73728, 0.00000, 0.67559
0.03, 8.58, -0.02
0.00000, -0.73728, 0.00000, 0.67559
0.02, 8.57, -0.05
0.00000, -0.73728, 0.00000, 0.67559
-0.06, 8.59, -0.05
0.00000, -0.73728, 0.00000, 0.67559
-0.01, 8.58, 0.00
0.00000, -0.73728, 0.00000, 0.67559
0.00, 8.53, -0.01
0.00000, -0.73728, 0.00000, 0.67559
0.02, 8.66, 0.01
0.00000, -0.73728, 0.00000, 0.67559
0.04, 8.59, -0.01
0.00000, -0.73728, 0.00000, 0.67559
0.04, 8.58, -0.03
0.00000, -0.73728, 0.00000, 0.67559
0.05, 8.57, -0.08
0.00000, -0.73728, 0.00000, 0.67559
0.10, 8.61, 0.01
0.00000, -0.73728, 0.00000, 0.67559
-0.01, 8.57, -0.03
0.00000, -0.73728, 0.00000, 0.67559
0.04, 8.60, 0.01
0.00000, -0.73728, 0.00000, 0.67559
0.05, 8.59, -0.01
0.00000, -0.73728, 0.00000, 0.67559
0.08, 8.59, -0.03
0.00000, -0.73728, 0.00000, 0.67559
-0.01, 8.58, -0.05
0.00000, -0.73728, 0.00000, 0.67559
0.07, 8.59, -0.03
0.00000, -0.73728, 0.00000, 0.67559
-0.03, 8.58, -0.05
0.00000, -0.73728, 0.00000, 0.67559
0.03, 8.58, -0.03
0.00000, -0.73728, 0.00000, 0.67559
0.04, 8.57, -0.09
0.00000, -0.73728, 0.00000, 0.67559
0.08, 8.58, -0.07
0.00000, -0.73728, 0.00000, 0.67559
0.03, 8.43, -0.12
0.00000, -0.73728, 0.00000, 0.67559
0.08, 8.49, 0.01
0.00000, -0.73728, 0.00000, 0.67559
0.02, 8.52, -0.05
0.00000, -0.73728, 0.00000, 0.67559
0.01, 8.59, -0.05
0.00000, -0.73728, 0.00000, 0.67559
-0.02, 8.55, -0.11
0.00000, -0.73728, 0.00000, 0.67559
0.05, 8.60, -0.07
0.00000, -0.73728, 0.00000, 0.67559
0.07, 8.57, -0.08
0.00000, -0.73728, 0.00000, 0.67559
0.06, 8.59, -0.06
0.00000, -0.73728, 0.00000, 0.67559
0.02, 8.52, -0.11
0.00000, -0.73728, 0.00000, 0.67559
0.04, 8.67, -0.03
0.00000, -0.73728, 0.00000, 0.67559
0.08, 8.59, -0.05
0.00000, -0.73728, 0.00000, 0.67559
-0.01, 8.68, 0.05
0.00000, -0.73728, 0.00000, 0.67559
-0.03, 8.57, 0.08
0.00000, -0.73728, 0.00000, 0.67559
-0.20, 8.62, 0.46
0.00000, -0.73728, 0.00000, 0.67559
-0.35, 8.61, 0.68
0.00000, -0.73728, 0.00000, 0.67559
-0.35, 8.61, 0.68
0.00000, -0.73728, 0.00000, 0.67559
-0.35, 8.60, 0.68
0.00000, -0.73728, 0.00000, 0.67559
-0.35, 8.59, 0.68
0.00000, -0.73728, 0.00000, 0.67559
-0.35, 8.59, 0.68
0.00000, -0.73728, 0.00000, 0.67559
-0.35, 8.58, 0.68
0.00000, -0.73728, 0.00000, 0.67559
-0.35, 8.58, 0.68
0.00000, -0.73728, 0.00000, 0.67559
-0.35, 8.57, 0.68
0.00000, -0.73728, 0.00000, 0.67559
-0.35, 8.57, 0.68
0.00000, -0.73728, 0.00000, 0.67559
-0.35, 8.56, 0.68
0.00000, -0.73728, 0.00000, 0.67559
-0.35, 8.56, 0.68
0.00000, -0.73728, 0.00000, 0.67559
-0.35, 8.55, 0.68
0.00000, -0.73728, 0.00000, 0.67559
-0.35, 8.55, 0.68
0.00000, -0.73728, 0.00000, 0.67559
-0.35, 8.54, 0.68
0.00000, -0.73728, 0.00000, 0.67559
-0.35, 8.53, 0.68
0.00000, -0.73728, 0.00000, 0.67559
-0.35, 8.53, 0.68
0.00000, -0.73728, 0.00000, 0.67559
-0.35, 8.52, 0.68
0.00000, -0.73728, 0.00000, 0.67559
-0.35, 8.52, 0.68
0.00000, -0.73703, 0.00000, 0.67586
-0.35, 8.51, 0.68
0.00000, -0.73678, 0.00000, 0.67613
-0.35, 8.51, 0.68
0.00000, -0.73556, 0.00000, 0.67745
-0.35, 8.50, 0.68
0.00000, -0.73504, 0.00000, 0.67803
-0.35, 8.49, 0.68
0.00000, -0.73408, 0.00000, 0.67906
-0.35, 8.49, 0.68
0.00000, -0.73360, 0.00000, 0.67958
-0.35, 8.48, 0.68
0.00000, -0.73269, 0.00000, 0.68056
-0.35, 8.48, 0.68
0.00000, -0.73179, 0.00000, 0.68153
-0.35, 8.47, 0.68
0.00000, -0.73109, 0.00000, 0.68228
-0.35, 8.47, 0.68
0.00000, -0.73019, 0.00000, 0.68325
-0.35, 8.46, 0.68
0.00000, -0.72948, 0.00000, 0.68400
-0.35, 8.46, 0.68
0.00000, -0.72867, 0.00000, 0.68486
-0.35, 8.45, 0.68
0.00000, -0.72747, 0.00000, 0.68614
-0.35, 8.45, 0.68
0.00000, -0.72627, 0.00000, 0.68741
-0.35, 8.44, 0.68
0.00000, -0.72495, 0.00000, 0.68880
-0.35, 8.44, 0.68
0.00000, -0.72426, 0.00000, 0.68953
-0.35, 8.43, 0.68
0.00000, -0.72291, 0.00000, 0.69094
-0.35, 8.43, 0.68
0.00000, -0.72216, 0.00000, 0.69173
-0.35, 8.43, 0.68
0.00000, -0.72065, 0.00000, 0.69330
-0.35, 8.43, 0.68
0.00000, -0.71929, 0.00000, 0.69471
-0.35, 8.43, 0.68
0.00000, -0.71861, 0.00000, 0.69541
-0.35, 8.43, 0.68
0.00000, -0.71726, 0.00000, 0.69681
-0.35, 8.43, 0.68
0.00000, -0.71633, 0.00000, 0.69776
-0.35, 8.43, 0.68
0.00000, -0.71515, 0.00000, 0.69897
-0.35, 8.43, 0.68
0.00000, -0.71421, 0.00000, 0.69993
-0.35, 8.43, 0.68
0.00000, -0.71275, 0.00000, 0.70142
-0.35, 8.43, 0.68
0.00000, -0.71026, 0.00000, 0.70394
-0.35, 8.43, 0.68
0.00000, -0.70838, 0.00000, 0.70583
-0.35, 8.43, 0.68
0.00000, -0.70713, 0.00000, 0.70708
-0.35, 8.43, 0.68
0.00000, -0.70554, 0.00000, 0.70867
-0.35, 8.43, 0.68
0.00000, -0.70479, 0.00000, 0.70941
-0.35, 8.43, 0.68
0.00000, -0.70378, 0.00000, 0.71041
-0.35, 8.43, 0.68
0.00000, -0.70254, 0.00000, 0.71165
-0.35, 8.43, 0.68
0.00000, -0.70151, 0.00000, 0.71266
-0.35, 8.43, 0.68
0.00000, -0.70081, 0.00000, 0.71335
-0.35, 8.43, 0.68
0.00000, -0.69981, 0.00000, 0.71433
-0.35, 8.43, 0.68
0.00000, -0.69927, 0.00000, 0.71485
-0.35, 8.43, 0.68
0.00000, -0.69715, 0.00000, 0.71692
-0.35, 8.43, 0.68
0.00000, -0.69614, 0.00000, 0.71791
-0.35, 8.43, 0.68
0.00000, -0.69519, 0.00000, 0.71883
-0.35, 8.43, 0.68
0.00000, -0.69392, 0.00000, 0.72005
-0.35, 8.43, 0.68
0.00000, -0.69260, 0.00000, 0.72132
-0.35, 8.43, 0.68
0.00000, -0.69211, 0.00000, 0.72180
-0.35, 8.43, 0.68
0.00000, -0.69090, 0.00000, 0.72295
-0.35, 8.43, 0.68
0.00000, -0.69019, 0.00000, 0.72363
-0.35, 8.43, 0.68
0.00000, -0.68901, 0.00000, 0.72475
-0.35, 8.43, 0.68
0.00000, -0.68831, 0.00000, 0.72542
-0.35, 8.43, 0.68
0.00000, -0.68733, 0.00000, 0.72635
-0.35, 8.43, 0.68
0.00000, -0.68623, 0.00000, 0.72738
-0.35, 8.43, 0.68
0.00000, -0.68571, 0.00000, 0.72788
-0.35, 8.43, 0.68
0.00000, -0.68434, 0.00000, 0.72916
-0.35, 8.43, 0.68
0.00000, -0.68326, 0.00000, 0.73017
-0.35, 8.43, 0.68
0.00000, -0.68241, 0.00000, 0.73097
-0.35, 8.43, 0.68
0.00000, -0.68137, 0.00000, 0.73194
-0.35, 8.43, 0.68
0.00000, -0.68030, 0.00000, 0.73293
-0.35, 8.43, 0.68
0.00000, -0.67951, 0.00000, 0.73367
-0.35, 8.43, 0.68
0.00000, -0.67854, 0.00000, 0.73456
-0.35, 8.43, 0.68
0.00000, -0.67806, 0.00000, 0.73500
-0.35, 8.43, 0.68
0.00000, -0.67710, 0.00000, 0.73589
-0.35, 8.43, 0.68
0.00000, -0.67639, 0.00000, 0.73654
-0.35, 8.43, 0.68
0.00000, -0.67558, 0.00000, 0.73729
-0.35, 8.43, 0.68
0.00000, -0.67436, 0.00000, 0.73840
-0.35, 8.43, 0.68
0.00000, -0.67329, 0.00000, 0.73938
-0.35, 8.43, 0.68
0.00000, -0.67254, 0.00000, 0.74006
-0.35, 8.43, 0.68
0.00000, -0.67182, 0.00000, 0.74072
-0.35, 8.43, 0.68
0.00000, -0.67084, 0.00000, 0.74160
-0.35, 8.43, 0.68
0.00000, -0.66917, 0.00000, 0.74311
-0.35, 8.43, 0.68
0.00000, -0.66835, 0.00000, 0.74385
-0.35, 8.43, 0.68
0.00000, -0.66785, 0.00000, 0.74430
-0.35, 8.43, 0.68
0.00000, -0.66722, 0.00000, 0.74486
-0.35, 8.43, 0.68
0.00000, -0.66634, 0.00000, 0.74565
-0.35, 8.43, 0.68
0.00000, -0.66556, 0.00000, 0.74635
-0.35, 8.43, 0.68
0.00000, -0.66497, 0.00000, 0.74687
-0.35, 8.43, 0.68
0.00000, -0.66447, 0.00000, 0.74732
-0.35, 8.43, 0.68
0.00000, -0.66419, 0.00000, 0.74756
-0.35, 8.43, 0.68
0.00000, -0.66332, 0.00000, 0.74833
-0.35, 8.43, 0.68
0.00000, -0.66265, 0.00000, 0.74893
-0.35, 8.43, 0.68
0.00000, -0.66202, 0.00000, 0.74948
-0.35, 8.43, 0.68
0.00000, -0.66146, 0.00000, 0.74998
-0.35, 8.43, 0.68
0.00000, -0.66118, 0.00000, 0.75023
-0.35, 8.43, 0.68
0.00000, -0.66090, 0.00000, 0.75048
-0.35, 8.43, 0.68
0.00000, -0.66090, 0.00000, 0.75048
-0.35, 8.43, 0.68
0.00000, -0.66061, 0.00000, 0.75073
-0.35, 8.43, 0.68
0.00000, -0.65980, 0.00000, 0.75145
-0.35, 8.43, 0.68
0.00000, -0.65980, 0.00000, 0.75145
-0.35, 8.43, 0.68
0.00000, -0.65980, 0.00000, 0.75145
-0.35, 8.43, 0.68
0.00000, -0.65949, 0.00000, 0.75172
-0.35, 8.43, 0.68
0.00000, -0.65949, 0.00000, 0.75172
-0.35, 8.43, 0.68
0.00000, -0.65913, 0.00000, 0.75203
-0.35, 8.43, 0.68
0.00000, -0.65913, 0.00000, 0.75203
-0.35, 8.43, 0.68
0.00000, -0.65913, 0.00000, 0.75203
-0.35, 8.43, 0.68
0.00000, -0.65913, 0.00000, 0.75203
-0.35, 8.43, 0.68
0.00000, -0.65877, 0.00000, 0.75234
-0.35, 8.43, 0.68
0.00000, -0.65877, 0.00000, 0.75234
-0.35, 8.43, 0.68
0.00000, -0.65844, 0.00000, 0.75264
-0.35, 8.43, 0.68
0.00000, -0.65844, 0.00000, 0.75264
-0.35, 8.43, 0.68
0.00000, -0.65844, 0.00000, 0.75264
-0.35, 8.43, 0.68
0.00000, -0.65844, 0.00000, 0.75264
-0.35, 8.43, 0.68
0.00000, -0.65844, 0.00000, 0.75264
-0.35, 8.43, 0.68
0.00000, -0.65844, 0.00000, 0.75264
-0.35, 8.43, 0.68
0.00000, -0.65844, 0.00000, 0.75264
-0.35, 8.43, 0.68
0.00000, -0.65844, 0.00000, 0.75264
-0.35, 8.43, 0.68
0.00000, -0.65877, 0.00000, 0.75235
-0.35, 8.43, 0.68
0.00000, -0.65877, 0.00000, 0.75235
-0.35, 8.43, 0.68
0.00000, -0.65877, 0.00000, 0.75235
-0.35, 8.43, 0.68
0.00000, -0.65916, 0.00000, 0.75200
-0.35, 8.43, 0.68
0.00000, -0.65916, 0.00000, 0.75200
-0.35, 8.43, 0.68
0.00000, -0.65916, 0.00000, 0.75200
-0.35, 8.43, 0.68
0.00000, -0.65951, 0.00000, 0.75170
-0.35, 8.43, 0.68
0.00000, -0.65951, 0.00000, 0.75170
-0.35, 8.43, 0.68
0.00000, -0.65987, 0.00000, 0.75138
-0.35, 8.43, 0.68
0.00000, -0.66028, 0.00000, 0.75102
-0.35, 8.43, 0.68
0.00000, -0.66069, 0.00000, 0.75066
-0.35, 8.43, 0.68
0.00000, -0.66109, 0.00000, 0.75030
-0.35, 8.43, 0.68
0.00000, -0.66109, 0.00000, 0.75030
-0.35, 8.43, 0.68
0.00000, -0.66186, 0.00000, 0.74963
-0.35, 8.43, 0.68
0.00000, -0.66186, 0.00000, 0.74963
-0.35, 8.43, 0.68
0.00000, -0.66228, 0.00000, 0.74926
-0.35, 8.43, 0.68
0.00000, -0.66272, 0.00000, 0.74886
-0.35, 8.43, 0.68
0.00000, -0.66272, 0.00000, 0.74886
-0.35, 8.43, 0.68
0.00000, -0.66316, 0.00000, 0.74848
-0.35, 8.43, 0.68
0.00000, -0.66316, 0.00000, 0.74848
-0.35, 8.43, 0.68
0.00000, -0.66316, 0.00000, 0.74848
-0.35, 8.43, 0.68
0.00000, -0.66371, 0.00000, 0.74799
-0.35, 8.43, 0.68
0.00000, -0.66412, 0.00000, 0.74763
-0.35, 8.43, 0.68
0.00000, -0.66412, 0.00000, 0.74763
-0.35, 8.43, 0.68
0.00000, -0.66450, 0.00000, 0.74729
-0.35, 8.43, 0.68
0.00000, -0.66486, 0.00000, 0.74697
-0.35, 8.43, 0.68
0.00000, -0.66523, 0.00000, 0.74663
-0.35, 8.43, 0.68
0.00000, -0.66523, 0.00000, 0.74663
-0.35, 8.43, 0.68
0.00000, -0.66605, 0.00000, 0.74591
-0.35, 8.43, 0.68
0.00000, -0.66643, 0.00000, 0.74557
-0.35, 8.43, 0.68
0.00000, -0.66722, 0.00000, 0.74486
-0.35, 8.43, 0.68
0.00000, -0.66791, 0.00000, 0.74425
-0.35, 8.43, 0.68
0.00000, -0.66860, 0.00000, 0.74362
-0.35, 8.43, 0.68
0.00000, -0.66977, 0.00000, 0.74257
-0.35, 8.43, 0.68
0.00000, -0.67112, 0.00000, 0.74135
-0.35, 8.43, 0.68
0.00000, -0.67172, 0.00000, 0.74080
-0.35, 8.43, 0.68
0.00000, -0.67233, 0.00000, 0.74026
-0.35, 8.43, 0.68
0.00000, -0.67360, 0.00000, 0.73909
-0.35, 8.43, 0.68
0.00000, -0.67430, 0.00000, 0.73846
-0.35, 8.43, 0.68
0.00000, -0.67616, 0.00000, 0.73675
-0.35, 8.43, 0.68
0.00000, -0.67714, 0.00000, 0.73586
-0.35, 8.43, 0.68
0.00000, -0.67805, 0.00000, 0.73501
-0.35, 8.43, 0.68
0.00000, -0.67901, 0.00000, 0.73413
-0.35, 8.43, 0.68
0.00000, -0.68007, 0.00000, 0.73315
-0.35, 8.43, 0.68
0.00000, -0.68154, 0.00000, 0.73178
-0.35, 8.43, 0.68
0.00000, -0.68295, 0.00000, 0.73047
-0.35, 8.43, 0.68
0.00000, -0.68445, 0.00000, 0.72906
-0.35, 8.43, 0.68
0.00000, -0.68636, 0.00000, 0.72726
-0.35, 8.43, 0.68
0.00000, -0.68744, 0.00000, 0.72624
-0.35, 8.43, 0.68
0.00000, -0.68904, 0.00000, 0.72472
-0.35, 8.43, 0.68
0.00000, -0.69042, 0.00000, 0.72341
-0.35, 8.43, 0.68
0.00000, -0.69178, 0.00000, 0.72211
-0.35, 8.43, 0.68
0.00000, -0.69337, 0.00000, 0.72058
-0.35, 8.43, 0.68
0.00000, -0.69437, 0.00000, 0.71962
-0.35, 8.43, 0.68
0.00000, -0.69618, 0.00000, 0.71787
-0.35, 8.43, 0.68
0.00000, -0.69808, 0.00000, 0.71602
-0.35, 8.43, 0.68
0.00000, -0.69992, 0.00000, 0.71422
-0.35, 8.43, 0.68
0.00000, -0.70166, 0.00000, 0.71252
-0.35, 8.43, 0.68
0.00000, -0.70261, 0.00000, 0.71158
-0.35, 8.43, 0.68
0.00000, -0.70402, 0.00000, 0.71018
-0.35, 8.43, 0.68
0.00000, -0.70557, 0.00000, 0.70864
-0.35, 8.43, 0.68
0.00000, -0.70712, 0.00000, 0.70709
-0.35, 8.43, 0.68
0.00000, -0.70814, 0.00000, 0.70607
-0.35, 8.43, 0.68
0.00000, -0.70913, 0.00000, 0.70508
-0.35, 8.43, 0.68
0.00000, -0.71084, 0.00000, 0.70335
-0.35, 8.43, 0.68
0.00000, -0.71199, 0.00000, 0.70219
-0.35, 8.43, 0.68
0.00000, -0.71296, 0.00000, 0.70120
-0.35, 8.43, 0.68
0.00000, -0.71396, 0.00000, 0.70018
-0.35, 8.43, 0.68
0.00000, -0.71573, 0.00000, 0.69838
-0.35, 8.43, 0.68
0.00000, -0.71797, 0.00000, 0.69608
-0.35, 8.43, 0.68
0.00000, -0.71898, 0.00000, 0.69503
-0.35, 8.43, 0.68
0.00000, -0.71964, 0.00000, 0.69435
-0.35, 8.43, 0.68
0.00000, -0.72099, 0.00000, 0.69294
-0.35, 8.43, 0.68
0.00000, -0.72192, 0.00000, 0.69198
-0.35, 8.43, 0.68
0.00000, -0.72430, 0.00000, 0.68949
-0.35, 8.43, 0.68
0.00000, -0.72578, 0.00000, 0.68792
-0.35, 8.43, 0.68
0.00000, -0.72726, 0.00000, 0.68636
-0.35, 8.43, 0.68
0.00000, -0.72861, 0.00000, 0.68493
-0.35, 8.43, 0.68
0.00000, -0.73034, 0.00000, 0.68309
-0.35, 8.43, 0.68
0.00000, -0.73126, 0.00000, 0.68210
-0.35, 8.43, 0.68
0.00000, -0.73291, 0.00000, 0.68033
-0.35, 8.43, 0.68
0.00000, -0.73458, 0.00000, 0.67852
-0.35, 8.43, 0.68
0.00000, -0.73551, 0.00000, 0.67751
-0.35, 8.43, 0.68
0.00000, -0.73717, 0.00000, 0.67571
-0.35, 8.43, 0.68
0.00000, -0.73937, 0.00000, 0.67330
-0.35, 8.43, 0.68
0.00000, -0.74147, 0.00000, 0.67099
-0.35, 8.43, 0.68
0.00000, -0.74323, 0.00000, 0.66903
-0.35, 8.43, 0.68
0.00000, -0.74525, 0.00000, 0.66679
-0.35, 8.43, 0.68
0.00000, -0.74731, 0.00000, 0.66448
-0.35, 8.43, 0.68
0.00000, -0.74903, 0.00000, 0.66254
-0.35, 8.43, 0.68
0.00000, -0.75080, 0.00000, 0.66053
-0.35, 8.43, 0.68
0.00000, -0.75265, 0.00000, 0.65842
-0.35, 8.43, 0.68
0.00000, -0.75437, 0.00000, 0.65645
-0.35, 8.43, 0.68
0.00000, -0.75568, 0.00000, 0.65494
-0.35, 8.43, 0.68
0.00000, -0.75739, 0.00000, 0.65296
-0.35, 8.43, 0.68
0.00000, -0.75802, 0.00000, 0.65224
-0.35, 8.43, 0.68
0.00000, -0.75995, 0.00000, 0.64998
-0.35, 8.43, 0.68
0.00000, -0.76114, 0.00000, 0.64859
-0.35, 8.43, 0.68
0.00000, -0.76202, 0.00000, 0.64755
-0.35, 8.43, 0.68
0.00000, -0.76263, 0.00000, 0.64684
-0.35, 8.43, 0.68
0.00000, -0.76394, 0.00000, 0.64529
-0.35, 8.43, 0.68
0.00000, -0.76484, 0.00000, 0.64422
-0.35, 8.43, 0.68
0.00000, -0.76576, 0.00000, 0.64313
-0.35, 8.43, 0.68
0.00000, -0.76635, 0.00000, 0.64242
-0.35, 8.43, 0.68
0.00000, -0.76722, 0.00000, 0.64139
-0.35, 8.43, 0.68
0.00000, -0.76751, 0.00000, 0.64103
-0.35, 8.43, 0.68
0.00000, -0.76812, 0.00000, 0.64031
-0.35, 8.43, 0.68
0.00000, -0.76921, 0.00000, 0.63899
-0.35, 8.43, 0.68
0.00000, -0.76982, 0.00000, 0.63827
-0.35, 8.43, 0.68
0.00000, -0.77036, 0.00000, 0.63761
-0.35, 8.43, 0.68
0.00000, -0.77064, 0.00000, 0.63727
-0.35, 8.43, 0.68
0.00000, -0.77123, 0.00000, 0.63655
-0.35, 8.43, 0.68
0.00000, -0.77157, 0.00000, 0.63615
-0.35, 8.43, 0.68
0.00000, -0.77243, 0.00000, 0.63510
-0.35, 8.43, 0.68
0.00000, -0.77280, 0.00000, 0.63465
-0.35, 8.43, 0.68
0.00000, -0.77361, 0.00000, 0.63366
-0.35, 8.43, 0.68
0.00000, -0.77400, 0.00000, 0.63319
-0.35, 8.43, 0.68
0.00000, -0.77432, 0.00000, 0.63279
-0.35, 8.43, 0.68
0.00000, -0.77466, 0.00000, 0.63238
-0.35, 8.43, 0.68
